,title,phone,website,location/lat,location/lng,type
192,UNM Medical Arts Clinic,(505) 272-2231,https://hsc.unm.edu/health/patient-care/orthopaedics/locations.html,35.0902257,-106.6293091,Medical Facilities
193,Elemental Health Primary Care,(505) 717-1076,http://www.elementalhealthprimarycare.com/,35.1309476,-106.5404078,Medical Facilities
194,Olmstead Health Care Services LLC,(505) 217-0628,http://www.nmtravelhealth.com/,35.0882905,-106.6322849,Medical Facilities
195,Caitilin Chestnut,(505) 345-3244,,35.123237,-106.656499,Medical Facilities
196,"UNM Medical Group, Inc.",(505) 272-1734,http://unmmg.org/,35.0904004,-106.6188596,Medical Facilities
197,Presbyterian Urgent Care in Albuquerque on Las Estancias Dr,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/urgent-care/urgent-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_uc__182,35.0176022,-106.7141205,Medical Facilities
198,Bernalillo County Wellesley Health Center,,,35.1076178,-106.6065549,Medical Facilities
199,Duke City Primary Care,(505) 814-1333,http://www.dukecityprimarycare.com/,35.1310806,-106.5101206,Medical Facilities
200,Concentra Urgent Care,(505) 345-9599,http://www.concentra.com/?utm_source=Yext&utm_medium=Organic&utm_campaign=Homepage%20Link,35.1440315,-106.6028899,Medical Facilities
201,ESWT Men's Health Clinic,,https://albuquerque.eswt-ed.com/,35.0832855,-106.6520177,Medical Facilities
202,"Presbyterian Urgent Care in Albuquerque on Paradise Blvd - Closed permanently as of June 30, 2021",(505) 998-1717,https://www.phs.org/locations/Pages/urgent-care.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_paradise_uc__181,35.184616,-106.6764831,Medical Facilities
203,MinuteClinic at CVS,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/nm/albuquerque/8918.html?WT.mc_id=LS_mc_google_carenav_8918,35.1304925,-106.5856275,Medical Facilities
204,higi,(866) 818-8793,https://higi.com/locator,35.146822,-106.6404866,Medical Facilities
205,Cimarron Clinic,(505) 272-0371,https://unmhealth.org/locations/childrens-psychiatric-center.html,35.0931844,-106.6221334,Medical Facilities
206,Complete Health Clinic- Dr. Sarah Taylor PhD.,(505) 421-6282,http://completehealthclinic.org/,35.0880954,-106.6528481,Medical Facilities
207,Medicus - Walk in Clinic and Family Practice in Albuquerque,(505) 234-1040,,35.1315685,-106.5241826,Medical Facilities
208,Oak Street Health Zuni Road Primary Care Clinic,(505) 208-6984,https://www.oakstreethealth.com/locations/albuquerque-nm/zuni-road-doctors-office?utm_source=listings&utm_vpf=rep,35.073452,-106.5844594,Medical Facilities
209,Concentra Urgent Care,(505) 842-5151,http://www.concentra.com/?utm_source=Yext&utm_medium=Organic&utm_campaign=Homepage%20Link,35.1102082,-106.6102771,Medical Facilities
210,Reform ABQ,(505) 420-6979,http://www.reformabq.com/,35.0838625,-106.6354397,Medical Facilities
211,"Family Medicine, PC",(505) 292-8575,https://www.familymedicineabq.com/,35.1267098,-106.5340369,Medical Facilities
212,South Broadway Clinic,(505) 272-2156,,35.0685642,-106.6413686,Medical Facilities
213,First Choice Community Healthcare - South Broadway Medical Center,(505) 768-5450,https://www.fcch.com/index.php?page=south-broadway-center,35.0692441,-106.6489194,Medical Facilities
214,Optum Primary Care,(505) 262-7110,https://abqhp.com/Clinic/5,35.0533218,-106.6364066,Medical Facilities
215,Maternity & Infant Care Clinics,(505) 272-2158,,35.1233142,-106.6570094,Medical Facilities
216,UNM Truman Health Services,(505) 272-1312,https://unmhealth.org/services/hiv-aids/,35.0896586,-106.631603,Medical Facilities
217,Victoria Medical Center PC,(505) 265-4000,,35.0644621,-106.57804,Medical Facilities
218,LoboCare,(505) 272-3935,http://www.unm.edu/,35.0897471,-106.6286136,Medical Facilities
219,General Medical Clinc/med Fctly Cln,(505) 272-3850,,35.0881912,-106.6190589,Medical Facilities
220,Holland Clinic Albuquerque Medical Weight Loss,(505) 232-6818,http://www.hollandclinic.com/,35.106899,-106.5675394,Medical Facilities
221,Baca Community Health,(505) 554-1659,http://bacacommunityhealth.com/,35.1154479,-106.6045943,Medical Facilities
222,Rio Grande Urgent Care,(505) 433-4493,,35.1230269,-106.6449798,Medical Facilities
223,Trimix Shot Clinic,,https://albuquerque.trimixinject.com/,35.0966452,-106.6601827,Medical Facilities
224,"Scott Bernhardt, LCSW",(505) 208-6227,https://www.oakstreethealth.com/doctors/scott-bernhardt?utm_source=listings&utm_vpf=rep,35.0842643,-106.6856888,Medical Facilities
225,Lovelace Medical Group,(505) 727-4200,http://www.lovelace.com/,35.0204666,-106.7136741,Medical Facilities
226,Lucia Darlach,(505) 272-1623,,35.079685,-106.7246727,Medical Facilities
227,Presbyterian Anticoagulation Services in Albuquerque on Atrisco,(505) 462-7575,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_atrisco_anticoag,35.127167,-106.7067868,Medical Facilities
228,Mederi Life,(505) 433-4007,https://mederi.life/,35.1525492,-106.6821108,Medical Facilities
229,Presbyterian Family Medicine in Albuquerque on San Mateo Blvd,(505) 462-7333,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_sanmateo_pcpfammed__055,35.0736339,-106.5870574,Medical Facilities
230,Stevens Medical Center Inc,(505) 299-6331,https://www.stevensmedicalcenter.com/,35.1062056,-106.5651046,Medical Facilities
231,LDHP Medical Review Services Inc,(505) 890-8105,,35.1429133,-106.7203025,Medical Facilities
232,Albuquerque Health Care for the Homeless Resource Center,,https://www.abqhch.org/,35.0954055,-106.6455833,Medical Facilities
233,New Mexico Health Care Clinicians,(505) 345-3800,,35.1230038,-106.6446516,Medical Facilities
234,NextCare Urgent Care,(505) 348-2868,https://nextcare.com/locations/nm/menaul/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=menaul,35.108666,-106.582513,Medical Facilities
235,Healthy Radiance,(505) 897-5779,,35.1434543,-106.7204724,Medical Facilities
236,UNM Family Health Clinic,,https://unmhealth.org/services/primary-care/locations.html,35.0735992,-106.55561,Medical Facilities
237,Lovelace Health Care,(505) 727-0009,,35.1458014,-106.5938562,Medical Facilities
238,Albuquerque Urgent Care & Telemedicine By Doctors Urgent Care Group,(505) 200-2860,https://urgentcarealbuquerquenm.com/,35.1469298,-106.5262354,Medical Facilities
239,S-Health Clinic,,https://albuquerque.s-healthclinic.com/,35.0821842,-106.6623166,Medical Facilities
240,Medicine @ Downtown,(505) 246-1670,https://medicinedowntown.com/,35.0816987,-106.6593018,Medical Facilities
241,Family & Community Medicine,(505) 272-1734,https://hsc.unm.edu/medicine/departments/family-community/,35.0903994,-106.6189072,Medical Facilities
242,Health Clinic of New Mexico,(505) 881-4012,,35.1339557,-106.5923565,Medical Facilities
243,UNM Family Health,(505) 272-4400,http://fcm.unm.edu/,35.0948555,-106.6272189,Medical Facilities
244,Southwest Care Jefferson Clinic,(505) 955-9454,https://southwestcare.org/,35.1347701,-106.5912804,Medical Facilities
245,Midtown Family Medicine,(505) 255-1228,https://www.mfmfamily.com/,35.0998052,-106.6045186,Medical Facilities
246,UNM Family Practice Clinic,(505) 272-1734,http://unmmg.org/,35.0906288,-106.6189174,Medical Facilities
247,Assessment & Treatment Services,(505) 974-0116,,35.1162755,-106.7194276,Medical Facilities
248,"Dr. Joanna J. Hooper, MD",(505) 925-4126,,35.0796849,-106.7246727,Medical Facilities
249,Bowers Wellness,(505) 355-1405,,35.109107,-106.7298257,Medical Facilities
250,First Choice Community Health,(505) 831-2534,https://www.fcch.com/index.php?page=locations,35.0712674,-106.710357,Medical Facilities
251,NextCare Urgent Care,(505) 205-1271,https://nextcare.com/locations/nm/unser/?utm_source=GoogleMaps&utm_medium=Local&utm_campaign=unser,35.1032068,-106.7294072,Medical Facilities
252,Albuquerque Family Health,,,35.2066785,-106.6789605,Medical Facilities
253,ABQ Injury Clinic,(505) 503-6061,,35.09051,-106.7116214,Medical Facilities
254,Employee Health Center,(505) 768-4630,https://eweb.cabq.gov/,35.088026,-106.6515585,Medical Facilities
255,New Mexico Family Clinic LLC,(505) 881-4012,https://nmfamilyclinic.com/,35.1290293,-106.5708824,Medical Facilities
256,First Choice Community Healthcare - Alamosa Medical Center,(505) 831-2534,https://www.fcch.com/index.php?page=alamosa-center,35.0713157,-106.7109298,Medical Facilities
257,Rio Grande Family Medicine,(505) 224-7400,http://www.rgfmnm.com/,35.0873538,-106.6331963,Medical Facilities
258,The Zia Clinic,(505) 738-8942,https://theziaclinic.com/,35.0802336,-106.6385433,Medical Facilities
259,Optum Primary Care,(505) 839-2300,https://abqhp.com/Clinic/23,35.116923,-106.7024245,Medical Facilities
260,Presbyterian Family Medicine in Albuquerque on Paradise Blvd,(505) 998-1717,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_paradise_pcpfammed__054,35.1845169,-106.6764221,Medical Facilities
261,Oak Street Health Fourth Street Primary Care Clinic,(505) 295-7030,https://www.oakstreethealth.com/locations/albuquerque-nm/fourth-street-doctors-office?utm_source=listings&utm_vpf=rep,35.1391383,-106.6408277,Medical Facilities
262,Ribera Healthcare Clinic,(505) 207-6526,https://www.riberahealthcare.org/?utm_source=gmb_auth,35.0900509,-106.6324,Medical Facilities
263,MinuteClinic at CVS,(866) 389-2727,https://www.cvs.com/minuteclinic/clinic-locator/nm/albuquerque/7242.html?WT.mc_id=LS_mc_google_carenav_7242,35.1504212,-106.6865207,Medical Facilities
264,Family Health Clinic of Nm,(505) 994-5300,,35.1172391,-106.6456406,Medical Facilities
265,First Choice Community Healthcare - North Valley Medical Center,(505) 345-3244,https://www.fcch.com/index.php?page=locations,35.1233111,-106.656778,Medical Facilities
266,UNM Southwest Mesa Center for Family and Community Health,(505) 925-4126,http://hospitals.unm.edu/family-health/locations/southwest-mesa.html,35.0796382,-106.7244417,Medical Facilities
267,Presbyterian Pediatric Urgent Care in Albuquerque on Las Estancias Dr,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/urgent-care/pediatric-urgent-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_ucpeds__140,35.0176963,-106.7139358,Medical Facilities
268,Lovelace Medical Group Westside Irving Clinic,(505) 727-6300,https://lovelacemedicalgroup.com/locations/irving,35.190058,-106.6663979,Medical Facilities
269,"The Family Connection, LLC Corporate",(505) 717-1155,https://familyconnection.health/,35.1532143,-106.7130076,Medical Facilities
270,Presbyterian Physical Therapy in Albuquerque on Las Estancias Dr,(505) 462-7707,https://www.phs.org/doctors-services/services-centers/rehabilitation-services/physical-therapy/Pages/las-estancias.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_rehab_phystherapy__274,35.0176153,-106.7141577,Medical Facilities
271,"Perinatal Associates of New Mexico, LTD",(505) 877-4032,https://www.panm.com/,35.017602,-106.714121,Medical Facilities
272,Presbyterian Sleep Medicine in Albuquerque on Las Estancias Dr,(505) 291-2700,https://www.phs.org/doctors-services/services-centers/sleep-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_sleepmedicine_218,35.0176022,-106.7141205,Medical Facilities
273,Women's Specialists of New Mexico (WSNM),(505) 843-6168,http://wsnm.org/locations/wsnm-westside-office/,35.1565259,-106.6796762,Medical Facilities
274,QC Kinetix (Albuquerque-West),(505) 226-8688,https://qckinetix.com/new-mexico/albuquerque-west,35.1806748,-106.6883576,Medical Facilities
275,H Dountas,,,35.125117,-106.6044722,Medical Facilities
276,Health Port,(505) 883-7699,,35.1104496,-106.5722554,Medical Facilities
277,LIFE Family Healthcare,(505) 508-3458,https://www.lifefhc.com/,35.0887195,-106.6319647,Medical Facilities
278,Southwest Home Sleep Testing Inc,(505) 715-0159,,35.0552368,-106.7505204,Medical Facilities
279,"Paradigm Physical Therapy & Wellness - South Valley, Alb. NM",(505) 207-2344,https://paradigmnm.com/,35.0225324,-106.7130392,Medical Facilities
280,Presbyterian Pediatrics in Albuquerque on Las Estancias Dr,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_pcppeds__145,35.0176022,-106.7141205,Medical Facilities
281,Functional Family Medicine,(505) 922-9800,http://functionalfamilymedicine.net/,35.163221,-106.593996,Medical Facilities
282,Lovelace Medical Group Southwest Medical Associates,(505) 727-6300,http://www.lovelace.com/locations/lovelace-medical-group/lovelace-medical-group-irving,35.1900213,-106.6662933,Medical Facilities
283,UNMH N Valley Clinic,(505) 994-5300,,35.1172782,-106.645599,Medical Facilities
284,Presbyterian Anticoagulation Services in Albuquerque on Las Estancias,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_anticoag,35.0176022,-106.7141205,Medical Facilities
285,Presbyterian Internal Medicine in Albuquerque on Las Estancias Dr,(505) 462-7777,https://www.phs.org/doctors-services/services-centers/primary-care/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=_loc_abq_lasestancias_pcpintmed__089,35.0176022,-106.7141205,Medical Facilities
286,Cano Health,(505) 886-4100,http://canohealth.com/,35.0281032,-106.7145299,Medical Facilities
287,Optum Primary Care,(505) 262-7451,,35.1832658,-106.7373663,Medical Facilities
288,"UNM Family Health, Westside Clinic",(505) 272-2900,https://unmhealth.org/services/womens-health/,35.2060797,-106.6775336,Medical Facilities
289,Alamosa Health & Social Services Center,(505) 831-2534,https://www.cabq.gov/family/facilities-centers/health-social-services-centers/alamosa,35.0713795,-106.711001,Medical Facilities
290,Virginia-diabetes,(505) 508-0000,,35.0867956,-106.6877697,Medical Facilities
291,Sanchez-Romero Antoinette,(505) 836-0288,,35.0712976,-106.7058327,Medical Facilities
292,Clinical LA Esperanza,(505) 508-1739,http://www.abqesperanza.com/,35.0880374,-106.6872072,Medical Facilities
293,New Hope Physical Therapy,(505) 289-0225,http://www.newhopephysicaltherapy.com/,35.0870138,-106.6875313,Medical Facilities
294,Physician Solutions,(505) 503-7250,,35.0879853,-106.6872618,Medical Facilities
295,Optum Pediatrics,(505) 839-2300,https://abqhp.com/Clinic/44,35.1169162,-106.7026259,Medical Facilities
296,"Presbyterian: Nicole Anderson, Psy, PhD",(505) 462-7575,https://www.phs.org/doctors-services/services-centers/behavioral-health/Pages/behavioral-health.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_bhadult_anderson_1730126343,35.127167,-106.7067868,Medical Facilities
297,Dr. Kevin Weaver,(505) 462-7575,,35.127167,-106.7067868,Medical Facilities
298,Foot And Ankle Specialist Of Albuquerque,(505) 792-2570,,35.2076204,-106.6784569,Medical Facilities
299,"Dr Roberto Jordan, MD | Family Medicine | Presbyterian Primary Care",(505) 462-7575,https://www.phs.org/doctors-services/services-centers/primary-care/family-medicine/Pages/default.aspx?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=prov_pcpfammed_jordan_1043535560,35.127167,-106.7067868,Medical Facilities
300,Lee Acosta,(505) 366-2400,,35.1120964,-106.7034848,Medical Facilities
301,Nina Hardy Mental Health Services,(505) 898-2760,,35.185882,-106.735175,Medical Facilities
302,Neal David MD,(505) 232-1170,http://davitamedgroupnm.com/,35.2084902,-106.678865,Medical Facilities
303,Health Horizons,(505) 893-2840,https://www.healthhorizonsusa.com/,35.2076352,-106.6787502,Medical Facilities
304,Lovelace Medical Group Orthopedics Rapid Access Clinic,(505) 727-4430,https://lovelacemedicalgroup.com/location/lovelace-medical-group-orthopedics-rapid-access-clinic,35.2085868,-106.6789777,Medical Facilities
305,Nedda Karimi,(505) 596-2200,https://weence.com/medical/doctors/albuquerque-new-mexico/nedda-karimi/,35.1341844,-106.702054,Medical Facilities
306,1st Health Inc,(505) 559-4289,http://1sthealthinc.com/,35.1583249,-106.6781572,Medical Facilities
307,Senior Health Center,(505) 272-1754,,35.206067,-106.6774213,Medical Facilities
308,BEYOND HEALTH,(505) 899-4414,http://www.beyond-health.com/,35.1583291,-106.6785368,Medical Facilities
309,"UNM Medical Group,Inc.",(505) 925-6001,http://unmmg.org/,35.2065064,-106.6786742,Medical Facilities
310,Duke City Health,(505) 899-4414,https://dukecityhealth.com/,35.1513556,-106.6883701,Medical Facilities
311,Carissamcreynolds,(505) 670-0335,,35.191783,-106.723527,Medical Facilities
